,S2,S2_conf
"('Landing price of other benthic resources', 'Underweight octopus landed')",-0.07369209280027997,0.31084957788836637
"('Landing price of other benthic resources', 'Illegal/informal trade (buyers & sellers)')",-0.07369209280027984,0.28833786909601256
"('Landing price of other benthic resources', 'Product stockpilling by processing plants')",-0.07369209280027997,0.30391297820734214
"('Landing price of other benthic resources', 'Enforcement of ban period & >1kg')",-0.19970458539529032,0.34991772211577954
"('Landing price of other benthic resources', 'Enforcement of trade')",-0.09514710858156282,0.3382821925558903
"('Landing price of other benthic resources', 'Domestic market demand')",-0.0916971760877508,0.2869198351679769
"('Landing price of other benthic resources', 'Domestic retail price')",-0.07369209280027945,0.2881878540778518
"('Landing price of other benthic resources', 'International marke demand (for Chilean-peruvian octopus)')",-0.0394669616905402,0.3351136992011177
"('Landing price of other benthic resources', 'Lower quality (processing)')",-0.07369209280027986,0.2728203518187146
"('Landing price of other benthic resources', 'Lower quality (species)')",-0.07369209280027904,0.2952556329274469
"('Landing price of other benthic resources', 'Low and volatile landings')",-0.032763646297920404,0.3233832186043248
"('Landing price of other benthic resources', 'Thermal anomalies (El Niño - La Niña)')",-0.07369209280027884,0.3162837642055017
"('Landing price of other benthic resources', 'Use of selective gear')",-0.07369209280027844,0.3351581152142421
"('Landing price of other benthic resources', 'Harvest spawning females')",-0.0260890461702918,0.33429209647408387
"('Landing price of other benthic resources', 'Landings with bad practices')",-0.10690986136147645,0.31787396904864884
"('Landing price of other benthic resources', 'Debt')",-0.10274844412465135,0.34364286257688004
"('Landing price of other benthic resources', 'Financial inclusion')",-0.07022389795800178,0.31709203981892886
"('Landing price of other benthic resources', 'Dependency on informal financial services')",-0.05949174764076594,0.2808550042400615
"('Landing price of other benthic resources', 'Operating expenses')",-0.09103306701166672,0.3316904813527676
"('Landing price of other benthic resources', 'Distance traveled during fishing trips')",-0.14142294245518278,0.34261952003101814
"('Landing price of other benthic resources', 'Wealth')",-0.04290809378528054,0.335109677770892
"('Landing price of other benthic resources', 'Socio-economic status')",-0.026544224518187387,0.2777409149865818
"('Landing price of other benthic resources', 'Temporal discounting')",-0.10578487472852086,0.3240987905628426
"('Landing price of other benthic resources', 'Invest in the future')",-0.06992489758104742,0.24796387766234362
"('Landing price of other benthic resources', ""Fishers' concern towards sustainability"")",-0.07369209280027952,0.24929049521891236
"('Landing price of other benthic resources', 'Collective actions')",-0.0736920928002794,0.31132822784810926
"('Landing price of other benthic resources', 'Knowledge')",-0.07794899901315748,0.34756713754738433
"('Landing price of other benthic resources', 'Awareness')",-0.04331990522007028,0.30566446337462544
"('Landing price of other benthic resources', 'Information for improving management')",-0.11280541470849456,0.3121154749884841
"('Fisher compliance (e.g. ban period & >1kg)', 'Off-season octopus landed')",-0.052725574241219014,0.27347377188541755
"('Fisher compliance (e.g. ban period & >1kg)', 'Underweight octopus landed')",-0.06067680823067489,0.2699400903230156
"('Fisher compliance (e.g. ban period & >1kg)', 'Illegal/informal trade (buyers & sellers)')",-0.04453062269719219,0.26350529649577004
"('Fisher compliance (e.g. ban period & >1kg)', 'Product stockpilling by processing plants')",-0.06879859256980556,0.2652406055574567
"('Fisher compliance (e.g. ban period & >1kg)', 'Enforcement of ban period & >1kg')",0.028662819499774644,0.24358686405827173
"('Fisher compliance (e.g. ban period & >1kg)', 'Enforcement of trade')",-0.1163354461568609,0.3052711858768029
"('Fisher compliance (e.g. ban period & >1kg)', 'Domestic market demand')",0.012722761755906219,0.2346140428747437
"('Fisher compliance (e.g. ban period & >1kg)', 'Domestic retail price')",-0.07426530523793992,0.2573322312917633
"('Fisher compliance (e.g. ban period & >1kg)', 'International marke demand (for Chilean-peruvian octopus)')",-0.10013764935534727,0.32420160819668453
"('Fisher compliance (e.g. ban period & >1kg)', 'Lower quality (processing)')",-0.07170814792578913,0.24490372218735193
"('Fisher compliance (e.g. ban period & >1kg)', 'Lower quality (species)')",-0.06619247807823185,0.26022860418998206
"('Fisher compliance (e.g. ban period & >1kg)', 'Low and volatile landings')",-0.11031783685869208,0.3192963505358017
"('Fisher compliance (e.g. ban period & >1kg)', 'Thermal anomalies (El Niño - La Niña)')",-0.07686261656136245,0.27532472399258945
"('Fisher compliance (e.g. ban period & >1kg)', 'Use of selective gear')",-0.06067680823067496,0.2951478164919533
"('Fisher compliance (e.g. ban period & >1kg)', 'Harvest spawning females')",-0.09916779111228884,0.3228865518757892
"('Fisher compliance (e.g. ban period & >1kg)', 'Landings with bad practices')",0.007031013204458023,0.26837159059075394
"('Fisher compliance (e.g. ban period & >1kg)', 'Debt')",-0.060676808230675144,0.2852888149430799
"('Fisher compliance (e.g. ban period & >1kg)', 'Financial inclusion')",-0.07095931894726996,0.2769654985776603
"('Fisher compliance (e.g. ban period & >1kg)', 'Dependency on informal financial services')",-0.01857559768099126,0.24481064686472487
"('Fisher compliance (e.g. ban period & >1kg)', 'Operating expenses')",-0.05039429751407987,0.27554715391090545
"('Fisher compliance (e.g. ban period & >1kg)', 'Distance traveled during fishing trips')",-0.050636380586140416,0.2761302355258285
"('Fisher compliance (e.g. ban period & >1kg)', 'Wealth')",-0.05497252952506368,0.31459364222953806
"('Fisher compliance (e.g. ban period & >1kg)', 'Socio-economic status')",-0.014082111477049325,0.2693191869289956
"('Fisher compliance (e.g. ban period & >1kg)', 'Temporal discounting')",-0.013102437540792732,0.2632340249117647
"('Fisher compliance (e.g. ban period & >1kg)', 'Invest in the future')",-0.06626130203434856,0.23655885929638718
"('Fisher compliance (e.g. ban period & >1kg)', ""Fishers' concern towards sustainability"")",-0.0016914863559218327,0.20906593068453008
"('Fisher compliance (e.g. ban period & >1kg)', 'Collective actions')",-0.054486865452966105,0.28054548291609327
"('Fisher compliance (e.g. ban period & >1kg)', 'Knowledge')",-0.04805592453063534,0.28502635851898217
"('Fisher compliance (e.g. ban period & >1kg)', 'Awareness')",-0.10570056820992324,0.28572606775226517
"('Fisher compliance (e.g. ban period & >1kg)', 'Information for improving management')",-0.07517221470194022,0.25529342671968835
"('Off-season octopus landed', 'Underweight octopus landed')",0.0784188667891624,0.35592918451765904
"('Off-season octopus landed', 'Illegal/informal trade (buyers & sellers)')",0.03289188545355106,0.36772478128238395
"('Off-season octopus landed', 'Product stockpilling by processing plants')",0.08388819355329892,0.3653516622698729
"('Off-season octopus landed', 'Enforcement of ban period & >1kg')",0.03296234154582564,0.4057117648711535
"('Off-season octopus landed', 'Enforcement of trade')",0.03271555733689255,0.4192813240521907
"('Off-season octopus landed', 'Domestic market demand')",0.005118062193083257,0.33670004602194326
"('Off-season octopus landed', 'Domestic retail price')",0.05725792604370679,0.3468756651315759
"('Off-season octopus landed', 'International marke demand (for Chilean-peruvian octopus)')",0.040243335297481295,0.39395727947784026
"('Off-season octopus landed', 'Lower quality (processing)')",0.055795009461263353,0.34157040883233286
"('Off-season octopus landed', 'Lower quality (species)')",0.06643648257187006,0.34866679771438297
"('Off-season octopus landed', 'Low and volatile landings')",-0.01869530231298268,0.3425266422972237
"('Off-season octopus landed', 'Thermal anomalies (El Niño - La Niña)')",0.07325613494571404,0.3567412835913091
"('Off-season octopus landed', 'Use of selective gear')",0.024095804658678645,0.3639529980093456
"('Off-season octopus landed', 'Harvest spawning females')",0.015021780999697074,0.34079399946697686
"('Off-season octopus landed', 'Landings with bad practices')",-0.03519810965384988,0.38873301237436064
"('Off-season octopus landed', 'Debt')",0.044582593610995896,0.39874652180859044
"('Off-season octopus landed', 'Financial inclusion')",0.02616977637211125,0.33340549657354945
"('Off-season octopus landed', 'Dependency on informal financial services')",0.02121022185179235,0.32380655291718574
"('Off-season octopus landed', 'Operating expenses')",-0.07550109129443047,0.3728141798867336
"('Off-season octopus landed', 'Distance traveled during fishing trips')",0.030895803453962763,0.3779449493928258
"('Off-season octopus landed', 'Wealth')",0.040469600629524746,0.38705038898006155
"('Off-season octopus landed', 'Socio-economic status')",0.02401946933614342,0.3324466094501182
"('Off-season octopus landed', 'Temporal discounting')",0.0011320298376220894,0.3751979385817161
"('Off-season octopus landed', 'Invest in the future')",0.023903785928803434,0.35156542852993644
"('Off-season octopus landed', ""Fishers' concern towards sustainability"")",0.005404477742563439,0.3288763062480165
"('Off-season octopus landed', 'Collective actions')",0.04808052967528777,0.38183401932924166
"('Off-season octopus landed', 'Knowledge')",0.07295329137112831,0.3671926469284992
"('Off-season octopus landed', 'Awareness')",0.061540439973160284,0.34170669864219494
"('Off-season octopus landed', 'Information for improving management')",0.03519333563982949,0.3319034817252113
"('Underweight octopus landed', 'Illegal/informal trade (buyers & sellers)')",-0.009672658251273999,0.249515243340229
"('Underweight octopus landed', 'Product stockpilling by processing plants')",-0.013419172242849456,0.23325380346145683
"('Underweight octopus landed', 'Enforcement of ban period & >1kg')",0.03814177863650217,0.2510361484470653
"('Underweight octopus landed', 'Enforcement of trade')",0.04494438976987328,0.26852882351422536
"('Underweight octopus landed', 'Domestic market demand')",0.04440326863281921,0.22225312951556558
"('Underweight octopus landed', 'Domestic retail price')",0.09046338009983172,0.21451542225517525
"('Underweight octopus landed', 'International marke demand (for Chilean-peruvian octopus)')",0.03919330685951576,0.24366789460092367
"('Underweight octopus landed', 'Lower quality (processing)')",0.03924476894565278,0.21464862630056805
"('Underweight octopus landed', 'Lower quality (species)')",0.0765952716038956,0.20850698065041567
"('Underweight octopus landed', 'Low and volatile landings')",0.0812640844361755,0.2569594366150024
"('Underweight octopus landed', 'Thermal anomalies (El Niño - La Niña)')",0.041579175361793286,0.22655539060896696
"('Underweight octopus landed', 'Use of selective gear')",0.07955957308691217,0.23544953444453331
"('Underweight octopus landed', 'Harvest spawning females')",0.04157917536179297,0.25052340862676736
"('Underweight octopus landed', 'Landings with bad practices')",0.0806556719160191,0.23372836049798107
"('Underweight octopus landed', 'Debt')",0.03930043427113508,0.25343681814570523
"('Underweight octopus landed', 'Financial inclusion')",0.041579175361792196,0.21367842476995716
"('Underweight octopus landed', 'Dependency on informal financial services')",0.04157917536179252,0.2088449068217572
"('Underweight octopus landed', 'Operating expenses')",0.0785701949589065,0.24124926520550977
"('Underweight octopus landed', 'Distance traveled during fishing trips')",0.04157917536179258,0.272047304098589
"('Underweight octopus landed', 'Wealth')",0.04399340702863648,0.2627480803274799
"('Underweight octopus landed', 'Socio-economic status')",0.03911413117708847,0.21265080747893994
"('Underweight octopus landed', 'Temporal discounting')",0.03906230254190492,0.24918773934011118
"('Underweight octopus landed', 'Invest in the future')",0.04394271025900279,0.22826793337472506
"('Underweight octopus landed', ""Fishers' concern towards sustainability"")",0.044353004141093715,0.19902694728352321
"('Underweight octopus landed', 'Collective actions')",0.038959395256168275,0.24266464970734716
"('Underweight octopus landed', 'Knowledge')",0.0015174883396216095,0.2371846803516146
"('Underweight octopus landed', 'Awareness')",0.0007459970537655181,0.24516043284015115
"('Underweight octopus landed', 'Information for improving management')",0.04157917536179203,0.2433569862430659
"('Illegal/informal trade (buyers & sellers)', 'Product stockpilling by processing plants')",0.040749840864989215,0.3178803657984644
"('Illegal/informal trade (buyers & sellers)', 'Enforcement of ban period & >1kg')",0.06063689081253884,0.34476968507418587
"('Illegal/informal trade (buyers & sellers)', 'Enforcement of trade')",-0.009536612920271276,0.3814115223799846
"('Illegal/informal trade (buyers & sellers)', 'Domestic market demand')",0.05339172394619048,0.29266583874908825
"('Illegal/informal trade (buyers & sellers)', 'Domestic retail price')",0.11987794416584675,0.23985619190251692
"('Illegal/informal trade (buyers & sellers)', 'International marke demand (for Chilean-peruvian octopus)')",0.048377419158634985,0.36355062086231055
"('Illegal/informal trade (buyers & sellers)', 'Lower quality (processing)')",0.02694693567541266,0.2861434845338966
"('Illegal/informal trade (buyers & sellers)', 'Lower quality (species)')",0.09177430690657491,0.26920471528612555
"('Illegal/informal trade (buyers & sellers)', 'Low and volatile landings')",0.0539583403550639,0.33538837023115814
"('Illegal/informal trade (buyers & sellers)', 'Thermal anomalies (El Niño - La Niña)')",0.05665948082302902,0.29888593277149245
"('Illegal/informal trade (buyers & sellers)', 'Use of selective gear')",0.15334309806547447,0.30227610827213014
"('Illegal/informal trade (buyers & sellers)', 'Harvest spawning females')",0.0943591816342809,0.3324887581841922
"('Illegal/informal trade (buyers & sellers)', 'Landings with bad practices')",0.04761640199501188,0.3435310925239436
"('Illegal/informal trade (buyers & sellers)', 'Debt')",0.03820236978442548,0.3568700610637611
"('Illegal/informal trade (buyers & sellers)', 'Financial inclusion')",0.09694398889042605,0.2885782465791091
"('Illegal/informal trade (buyers & sellers)', 'Dependency on informal financial services')",0.06696840854251772,0.26948049147980896
"('Illegal/informal trade (buyers & sellers)', 'Operating expenses')",0.06421282608566564,0.3425583222131654
"('Illegal/informal trade (buyers & sellers)', 'Distance traveled during fishing trips')",0.05665948082302931,0.35392180021925823
"('Illegal/informal trade (buyers & sellers)', 'Wealth')",0.05386597459837732,0.34751595581441064
"('Illegal/informal trade (buyers & sellers)', 'Socio-economic status')",0.04810257673393325,0.2938159585890854
"('Illegal/informal trade (buyers & sellers)', 'Temporal discounting')",0.036273575071317524,0.3566000988607024
"('Illegal/informal trade (buyers & sellers)', 'Invest in the future')",-0.04452978486094402,0.32591698122258234
"('Illegal/informal trade (buyers & sellers)', ""Fishers' concern towards sustainability"")",-0.010742032220563143,0.2864841710971383
"('Illegal/informal trade (buyers & sellers)', 'Collective actions')",0.13244313626906698,0.30822913710866173
"('Illegal/informal trade (buyers & sellers)', 'Knowledge')",0.07829198100170356,0.3079820675241348
"('Illegal/informal trade (buyers & sellers)', 'Awareness')",0.05350961084321007,0.31589022654228266
"('Illegal/informal trade (buyers & sellers)', 'Information for improving management')",0.056659480823028546,0.29871021376167806
"('Product stockpilling by processing plants', 'Enforcement of ban period & >1kg')",-0.001458093057931334,0.31585540005045887
"('Product stockpilling by processing plants', 'Enforcement of trade')",0.006376653404756655,0.4116816698774941
"('Product stockpilling by processing plants', 'Domestic market demand')",-0.060632478027616864,0.2924222295376749
"('Product stockpilling by processing plants', 'Domestic retail price')",-0.014847515253544663,0.3796351998920421
"('Product stockpilling by processing plants', 'International marke demand (for Chilean-peruvian octopus)')",0.009651258407917779,0.3744187043368393
"('Product stockpilling by processing plants', 'Lower quality (processing)')",-0.01232782092276788,0.385133053786683
"('Product stockpilling by processing plants', 'Lower quality (species)')",-0.028632412720022232,0.36199670424366065
"('Product stockpilling by processing plants', 'Low and volatile landings')",0.05289054626625006,0.3632730766425188
"('Product stockpilling by processing plants', 'Thermal anomalies (El Niño - La Niña)')",-0.05993659472029812,0.34985772153766737
"('Product stockpilling by processing plants', 'Use of selective gear')",-0.0014580930579313,0.33463898427335304
"('Product stockpilling by processing plants', 'Harvest spawning females')",0.004863087033466704,0.32472392331326744
"('Product stockpilling by processing plants', 'Landings with bad practices')",0.040997470286886065,0.363022823933421
"('Product stockpilling by processing plants', 'Debt')",-0.022679158386240572,0.38709871694859915
"('Product stockpilling by processing plants', 'Financial inclusion')",0.03400344989242206,0.30746237638939133
"('Product stockpilling by processing plants', 'Dependency on informal financial services')",-0.001458093057931275,0.3170900236931884
"('Product stockpilling by processing plants', 'Operating expenses')",0.04413531930680854,0.32735212963427046
"('Product stockpilling by processing plants', 'Distance traveled during fishing trips')",0.008435239860733842,0.3310507739914441
"('Product stockpilling by processing plants', 'Wealth')",-0.018320221931351105,0.35807066574208246
"('Product stockpilling by processing plants', 'Socio-economic status')",-0.0014580930579311466,0.32855845483803653
"('Product stockpilling by processing plants', 'Temporal discounting')",-0.0248967903074081,0.3549325603349587
"('Product stockpilling by processing plants', 'Invest in the future')",-0.023468811460768887,0.3876680610772754
"('Product stockpilling by processing plants', ""Fishers' concern towards sustainability"")",-0.02083181720865763,0.31364321712758003
"('Product stockpilling by processing plants', 'Collective actions')",-0.019755868854571885,0.362426444811881
"('Product stockpilling by processing plants', 'Knowledge')",-0.06985600869066103,0.3008947179333425
"('Product stockpilling by processing plants', 'Awareness')",-0.052159979755503995,0.3319524847890619
"('Product stockpilling by processing plants', 'Information for improving management')",0.041391042583121436,0.3521448571825577
"('Enforcement of ban period & >1kg', 'Enforcement of trade')",-0.058053766405987306,0.46617530574076904
"('Enforcement of ban period & >1kg', 'Domestic market demand')",-0.05364441460812285,0.3983354197568423
"('Enforcement of ban period & >1kg', 'Domestic retail price')",-0.027284798237674893,0.39383696152531267
"('Enforcement of ban period & >1kg', 'International marke demand (for Chilean-peruvian octopus)')",0.005473238477432543,0.4575640721121242
"('Enforcement of ban period & >1kg', 'Lower quality (processing)')",-0.03334958575278697,0.3834276887853573
"('Enforcement of ban period & >1kg', 'Lower quality (species)')",-0.033349585752787,0.39914970485979095
"('Enforcement of ban period & >1kg', 'Low and volatile landings')",0.042738509301067255,0.4416590160031469
"('Enforcement of ban period & >1kg', 'Thermal anomalies (El Niño - La Niña)')",-0.03063215378657727,0.4311564047639973
"('Enforcement of ban period & >1kg', 'Use of selective gear')",-0.03357963103115633,0.4345942498119361
"('Enforcement of ban period & >1kg', 'Harvest spawning females')",0.05154318740158936,0.4366949337175395
"('Enforcement of ban period & >1kg', 'Landings with bad practices')",-0.08218533784814316,0.42999712692937325
"('Enforcement of ban period & >1kg', 'Debt')",-0.07572691760923478,0.4584351824385632
"('Enforcement of ban period & >1kg', 'Financial inclusion')",-0.035698088493771776,0.40924028621191383
"('Enforcement of ban period & >1kg', 'Dependency on informal financial services')",-0.009889945038447503,0.39412379557314764
"('Enforcement of ban period & >1kg', 'Operating expenses')",-0.0432969905545626,0.4467459917542682
"('Enforcement of ban period & >1kg', 'Distance traveled during fishing trips')",-0.12956548297323223,0.43061890333988484
"('Enforcement of ban period & >1kg', 'Wealth')",0.017143878021443362,0.4678167590203401
"('Enforcement of ban period & >1kg', 'Socio-economic status')",0.03536645118826467,0.3902585053747479
"('Enforcement of ban period & >1kg', 'Temporal discounting')",-0.08043938544171597,0.4391137641865539
"('Enforcement of ban period & >1kg', 'Invest in the future')",-0.03338349358693286,0.37408211204602315
"('Enforcement of ban period & >1kg', ""Fishers' concern towards sustainability"")",-0.02740319976145706,0.3611871183327081
"('Enforcement of ban period & >1kg', 'Collective actions')",-0.033681783086018255,0.41332402969839643
"('Enforcement of ban period & >1kg', 'Knowledge')",-0.021305165291206147,0.4451040653942119
"('Enforcement of ban period & >1kg', 'Awareness')",0.029576336666790326,0.4046531487256743
"('Enforcement of ban period & >1kg', 'Information for improving management')",-0.08776433464131617,0.39483334956142835
"('Enforcement of trade', 'Domestic market demand')",-0.21899286388411804,0.3117840442049391
"('Enforcement of trade', 'Domestic retail price')",-0.2638750146713883,0.3150160418819368
"('Enforcement of trade', 'International marke demand (for Chilean-peruvian octopus)')",-0.3253675146477428,0.3953544884224983
"('Enforcement of trade', 'Lower quality (processing)')",-0.3029702577778969,0.3227626239774134
"('Enforcement of trade', 'Lower quality (species)')",-0.26572510189077325,0.2916734511345404
"('Enforcement of trade', 'Low and volatile landings')",-0.2763665750013803,0.29789974989474
"('Enforcement of trade', 'Thermal anomalies (El Niño - La Niña)')",-0.2789107980331208,0.3255896499132816
"('Enforcement of trade', 'Use of selective gear')",-0.22465129900665395,0.29792197133785664
"('Enforcement of trade', 'Harvest spawning females')",-0.20563335735068355,0.26886014611626596
"('Enforcement of trade', 'Landings with bad practices')",-0.25292418985322884,0.3214333572244797
"('Enforcement of trade', 'Debt')",-0.3126601596557345,0.3560905874700985
"('Enforcement of trade', 'Financial inclusion')",-0.2389893250814945,0.2998498756075895
"('Enforcement of trade', 'Dependency on informal financial services')",-0.2432462458959313,0.33074354411139845
"('Enforcement of trade', 'Operating expenses')",-0.29106464754484607,0.3157117584011589
"('Enforcement of trade', 'Distance traveled during fishing trips')",-0.2930773699280686,0.30601160915482833
"('Enforcement of trade', 'Wealth')",-0.29296558550146073,0.40709887086074437
"('Enforcement of trade', 'Socio-economic status')",-0.21471200955233288,0.3133696287543794
"('Enforcement of trade', 'Temporal discounting')",-0.27083789357884736,0.333411961044824
"('Enforcement of trade', 'Invest in the future')",-0.35181956495706707,0.35534418649552924
"('Enforcement of trade', ""Fishers' concern towards sustainability"")",-0.27054505790188366,0.29295335272340023
"('Enforcement of trade', 'Collective actions')",-0.26474943744922963,0.35419824105750763
"('Enforcement of trade', 'Knowledge')",-0.23413797709129475,0.30189140151407545
"('Enforcement of trade', 'Awareness')",-0.27680853119460347,0.3104307102789723
"('Enforcement of trade', 'Information for improving management')",-0.27370620672372903,0.28070900221877165
"('Domestic market demand', 'Domestic retail price')",0.07343074121759409,0.18414831959975198
"('Domestic market demand', 'International marke demand (for Chilean-peruvian octopus)')",0.13509918484770123,0.2336003118743633
"('Domestic market demand', 'Lower quality (processing)')",0.08048357199440208,0.1931071793517552
"('Domestic market demand', 'Lower quality (species)')",0.08494874255430927,0.1678057294451693
"('Domestic market demand', 'Low and volatile landings')",0.1028094247939384,0.22646266213516603
"('Domestic market demand', 'Thermal anomalies (El Niño - La Niña)')",0.05660741883755008,0.19047527998543626
"('Domestic market demand', 'Use of selective gear')",0.08960291350451084,0.193507299823912
"('Domestic market demand', 'Harvest spawning females')",0.09237467721687097,0.19910086019037598
"('Domestic market demand', 'Landings with bad practices')",0.07472396959593569,0.1925491433595142
"('Domestic market demand', 'Debt')",0.12423024282656647,0.21995557831879264
"('Domestic market demand', 'Financial inclusion')",0.1246399220416375,0.20961536938917183
"('Domestic market demand', 'Dependency on informal financial services')",0.0445779154023751,0.20682625572199645
"('Domestic market demand', 'Operating expenses')",0.08093822879970113,0.21397726751661492
"('Domestic market demand', 'Distance traveled during fishing trips')",0.08718132783426322,0.19519891715898066
"('Domestic market demand', 'Wealth')",0.061783111615444655,0.23441620771259639
"('Domestic market demand', 'Socio-economic status')",0.06124855342329942,0.18449972317749655
"('Domestic market demand', 'Temporal discounting')",0.08958842077675357,0.21362434148982357
"('Domestic market demand', 'Invest in the future')",0.07587911159701338,0.20201356270698365
"('Domestic market demand', ""Fishers' concern towards sustainability"")",0.036777346796391254,0.15779872780783186
"('Domestic market demand', 'Collective actions')",0.08467581617181516,0.19476056084932025
"('Domestic market demand', 'Knowledge')",0.08973561407215194,0.1891757649490506
"('Domestic market demand', 'Awareness')",0.08457785221568195,0.20205184768487147
"('Domestic market demand', 'Information for improving management')",0.13411993294895702,0.22096928734843752
"('Domestic retail price', 'International marke demand (for Chilean-peruvian octopus)')",0.021926815378153525,0.3218475027233102
"('Domestic retail price', 'Lower quality (processing)')",-0.05126845472260744,0.2965895665042132
"('Domestic retail price', 'Lower quality (species)')",-0.07854754606392825,0.27938714801686315
"('Domestic retail price', 'Low and volatile landings')",0.007836243183587423,0.2882008151979501
"('Domestic retail price', 'Thermal anomalies (El Niño - La Niña)')",-0.04345623258408464,0.29686979052088874
"('Domestic retail price', 'Use of selective gear')",-0.03596904666796763,0.26993910557638057
"('Domestic retail price', 'Harvest spawning females')",0.011592389772820816,0.2860408126354761
"('Domestic retail price', 'Landings with bad practices')",0.003553330614441283,0.2870315634174317
"('Domestic retail price', 'Debt')",0.003235520764580835,0.32900648116008996
"('Domestic retail price', 'Financial inclusion')",0.0010164703482568316,0.24657331118525938
"('Domestic retail price', 'Dependency on informal financial services')",-0.00765943847082046,0.26604360391215587
"('Domestic retail price', 'Operating expenses')",0.0328006367333593,0.268100935398254
"('Domestic retail price', 'Distance traveled during fishing trips')",0.00929270123199507,0.28291108879691
"('Domestic retail price', 'Wealth')",0.017473413461117235,0.32131911859819456
"('Domestic retail price', 'Socio-economic status')",0.013018837240116793,0.2799071312149577
"('Domestic retail price', 'Temporal discounting')",0.042682524876760525,0.3161284659365219
"('Domestic retail price', 'Invest in the future')",-0.010491645073792591,0.31796123808600857
"('Domestic retail price', ""Fishers' concern towards sustainability"")",-0.001684699140789378,0.26235380840993716
"('Domestic retail price', 'Collective actions')",-0.03725087049553645,0.2947151543352117
"('Domestic retail price', 'Knowledge')",0.0088189279095536,0.28065141283020195
"('Domestic retail price', 'Awareness')",-0.0016344343316926843,0.29851002450246744
"('Domestic retail price', 'Information for improving management')",-0.010931958041159442,0.2696580620207566
"('International marke demand (for Chilean-peruvian octopus)', 'Lower quality (processing)')",-0.1750433776772299,0.22556486605851211
"('International marke demand (for Chilean-peruvian octopus)', 'Lower quality (species)')",-0.1825879654608366,0.21457404895063056
"('International marke demand (for Chilean-peruvian octopus)', 'Low and volatile landings')",-0.190132553244444,0.2257591404477243
"('International marke demand (for Chilean-peruvian octopus)', 'Thermal anomalies (El Niño - La Niña)')",-0.1808665077443901,0.2409889090927934
"('International marke demand (for Chilean-peruvian octopus)', 'Use of selective gear')",-0.19029222576048574,0.20728595854578308
"('International marke demand (for Chilean-peruvian octopus)', 'Harvest spawning females')",-0.19263388487101146,0.20032180463198138
"('International marke demand (for Chilean-peruvian octopus)', 'Landings with bad practices')",-0.19035126727798174,0.2228472655954853
"('International marke demand (for Chilean-peruvian octopus)', 'Debt')",-0.2195463071306217,0.2488173635036631
"('International marke demand (for Chilean-peruvian octopus)', 'Financial inclusion')",-0.19176262948091766,0.21236161230217893
"('International marke demand (for Chilean-peruvian octopus)', 'Dependency on informal financial services')",-0.18104790893632106,0.22024990234843325
"('International marke demand (for Chilean-peruvian octopus)', 'Operating expenses')",-0.18297207152498027,0.22297418542835923
"('International marke demand (for Chilean-peruvian octopus)', 'Distance traveled during fishing trips')",-0.14017824514139837,0.2069152275553529
"('International marke demand (for Chilean-peruvian octopus)', 'Wealth')",-0.23311121648478866,0.278166405261258
"('International marke demand (for Chilean-peruvian octopus)', 'Socio-economic status')",-0.19820490266050134,0.21887289349711062
"('International marke demand (for Chilean-peruvian octopus)', 'Temporal discounting')",-0.19027998192172013,0.2240836446139813
"('International marke demand (for Chilean-peruvian octopus)', 'Invest in the future')",-0.18251736002311744,0.24684037218211183
"('International marke demand (for Chilean-peruvian octopus)', ""Fishers' concern towards sustainability"")",-0.15014617364233984,0.21063724288477528
"('International marke demand (for Chilean-peruvian octopus)', 'Collective actions')",-0.190363128652882,0.22684286397750428
"('International marke demand (for Chilean-peruvian octopus)', 'Knowledge')",-0.19040433470101456,0.21352383018482296
"('International marke demand (for Chilean-peruvian octopus)', 'Awareness')",-0.18164795163146782,0.2105891783033713
"('International marke demand (for Chilean-peruvian octopus)', 'Information for improving management')",-0.13867769134456712,0.18191500885155526
"('Lower quality (processing)', 'Lower quality (species)')",-0.07247687157641455,0.3270034704308971
"('Lower quality (processing)', 'Low and volatile landings')",-0.02449481735571818,0.3119627940429048
"('Lower quality (processing)', 'Thermal anomalies (El Niño - La Niña)')",-0.06982572315989334,0.33636064227478946
"('Lower quality (processing)', 'Use of selective gear')",-0.0036967543172347845,0.33501240952174477
"('Lower quality (processing)', 'Harvest spawning females')",0.009206291303151246,0.3080561275476923
"('Lower quality (processing)', 'Landings with bad practices')",-0.035781595571394584,0.33647953487917337
"('Lower quality (processing)', 'Debt')",-0.035523592908526413,0.34549983623319497
"('Lower quality (processing)', 'Financial inclusion')",-0.00619909654923112,0.2943737585899884
"('Lower quality (processing)', 'Dependency on informal financial services')",-0.040765364560383044,0.3025017252010553
"('Lower quality (processing)', 'Operating expenses')",-0.004478906616365602,0.3224616789430747
"('Lower quality (processing)', 'Distance traveled during fishing trips')",-0.02700337075629857,0.31912088875264083
"('Lower quality (processing)', 'Wealth')",-0.016545010613868094,0.33924031225284956
"('Lower quality (processing)', 'Socio-economic status')",-0.027875917769384577,0.30587870520124966
"('Lower quality (processing)', 'Temporal discounting')",-0.0038764504891627416,0.3323198151188716
"('Lower quality (processing)', 'Invest in the future')",-0.09911932493786305,0.2936689802965441
"('Lower quality (processing)', ""Fishers' concern towards sustainability"")",-0.06661486620735504,0.2859338351345656
"('Lower quality (processing)', 'Collective actions')",-0.03579320110189413,0.3341553741830388
"('Lower quality (processing)', 'Knowledge')",0.010616904993157494,0.31618817773415053
